2000,5.871
3000,5.421
4000,5.159
5000,4.929
6000,4.930
7000,4.737
8000,4.680
9000,4.667
10000,4.622
11000,4.622
12000,4.613
13000,4.549
14000,4.617
15000,4.539
16000,4.540
17000,4.553
18000,4.543
19000,4.570
20000,4.592
21000,4.558
22000,4.547
23000,4.544
24000,4.584
25000,4.602
26000,4.597
27000,4.630
28000,4.581
29000,4.662
30000,4.632
31000,4.605
32000,4.620
33000,4.617
34000,4.617
35000,4.605
36000,4.618
37000,4.658
38000,4.725
39000,4.634
40000,4.640
41000,4.770
42000,4.778
43000,4.765
44000,4.824
45000,4.782
46000,4.843
47000,4.877
48000,4.834
49000,4.853
50000,4.912
51000,4.899
52000,4.945
53000,4.955
54000,4.999
55000,5.250
56000,5.089
57000,5.026
58000,5.191
59000,5.167
60000,5.088
61000,5.094
62000,5.153
63000,5.153
64000,5.113
65000,5.121
66000,5.170
67000,5.214
68000,5.210
69000,5.220
70000,5.286
71000,5.314
72000,5.271
73000,5.404
74000,5.426
75000,5.403
76000,5.341
77000,5.393
78000,5.372
79000,5.365
80000,5.375
81000,5.365
