1465,Punctuation - exclamation mark,5,100%,0%,1,1,1,0%
1875,Rep "rsk" and "rk",1,100%,0%,1,1,1,100%
1793,Numeral - inflexions,3,66.7%,0%,0.97,1,0.67,100%
1457,Numerals - large numbers,12,33.3%,0%,0.92,1,0.42,100%
1409,Spelling mistake - gi omlyd,19,57.9%,0%,0.89,0.92,0.58,81.8%
1415,Confusing "í" and "ið",21,95.2%,0%,0.87,0.87,0.95,100%
1421,Spelling mistake - ki omlyd,14,92.9%,0%,0.87,0.87,0.93,100%
